StormID,Time,Start,End,Ini_Lat,Ini_Lon,Ini_Time,,Lat_2,Lon_2,Time_2,,Lat_3,Lon_3,Time_3,,Distance1,Distance2,,Total Distance KM,Total Distance m,,Time1,Time2,TotalTime(S),,ObservedMotion(m/s),,,,Distance1_U,,Distance2_U,TotalD_U_dist,TotalU_Vector,,,Distance1_V,,Distance2_V,TotalD_V_dist,TotalV_Vector,,,TotalU_Vector,TotalV_Vector,,U**2,V**2,Mag,,AngleRad,AngleDeg
39,21,20:49,22:31,35.72704,-97.02521,20:49,1/0/1900 20:49,35.7594,-97.0089,20:56,1/0/1900 20:56,35.88043,-96.96215,21:16,1/0/1900 21:16,3.881767419,14.07782935,,17.95959677,17959.59677,,420,1200,1620,,11.08617085,,,39,1.475620705,39,4.227918781,5.703539486,3.520703386,,39,3.590479458,39,13.42896425,17.01944371,10.50582945,,,3.520703386,10.50582945,,12.39535233,110.3724524,11.08006339,,1.247439506,71.47301891
39,22,xxx,xxx,36.13346,-96.88776,21:47,1/0/1900 21:47,36.20165,-96.86739,21:59,1/0/1900 21:59,36.33955,-96.76187,22:18,1/0/1900 22:18,7.785303895,18.00131554,,25.78661944,25786.61944,,720,1140,1860,,13.86377389,,,39,1.833534752,39,9.489791873,11.32332663,6.087810013,,39,7.566506267,39,15.30193904,22.86844531,12.29486307,,,6.087810013,12.29486307,,37.06143075,151.1636579,13.71951488,,1.111035681,63.65765539
40,21,20:36,22:31,35.82336,-97.77069,20:42,1/0/1900 20:42,35.89831,-97.71085,20:56,1/0/1900 20:56,36.00373,-97.59292,21:16,1/0/1900 21:16,9.918235658,15.81217874,,25.7304144,25730.4144,,840,1200,2040,,12.61294824,,,40,5.40740131,40,10.64663716,16.05403847,7.869626701,,40,8.316183907,40,11.69720217,20.01338608,9.810483371,,,7.869626701,9.810483371,,61.93102441,96.24558397,12.57682823,,0.894736637,51.26463308
40,22,xxx,xxx,36.15496,-97.3911,21:47,1/0/1900 21:47,36.19093,-97.31104,21:59,1/0/1900 21:59,36.27175,-97.22196,22:18,1/0/1900 22:18,8.234658391,12.02323353,,20.25789192,20257.89192,,720,1140,1860,,10.89133974,,,40,7.204356271,40,8.012376017,15.21673229,8.181038865,,40,3.991310689,40,8.968053497,12.95936419,6.9674001,,,8.181038865,6.9674001,,66.92939691,48.54466415,10.74588577,,0.705452495,40.4194506
41,0,xxx,xxx,36.35879,-97.18879,23:44,1/0/1900 23:44,36.46773,-97.01149,23:58,1/0/1900 23:58,36.52733,-96.97852,0:13,1/0/1900 0:13,19.97540074,7.243391869,,27.21879261,27218.79261,,840,900,1740,,15.64298426,,,41,15.91329433,41,2.955043793,18.86833812,10.84387248,,41,12.08871009,41,6.613707695,18.70241779,10.74851597,,,10.84387248,10.74851597,,117.5895704,115.5305956,15.26827318,,0.780981983,44.74697148
41,22,21:51,0:13,35.81576,-97.61759,21:51,1/0/1900 21:51,35.81326,-97.62539,21:59,1/0/1900 21:59,35.92289,-97.59925,22:18,1/0/1900 22:18,0.757533369,12.39113918,,13.14867255,13148.67255,,480,1140,1620,,8.116464537,,,41,0.704908943,41,2.362422736,3.067331679,1.893414617,,41,0.277388915,41,12.16416735,12.44155627,7.679973003,,,1.893414617,7.679973003,,3.585018912,58.98198533,7.909930735,,1.329077504,76.1505316
41,23,xxx,xxx,36.09185,-97.50266,22:43,1/0/1900 22:43,36.17614,-97.4464,22:58,1/0/1900 22:58,36.26395,-97.31607,23:13,1/0/1900 23:13,10.63587237,15.2399994,,25.87587177,25875.87177,,900,900,1800,,14.37548432,,,41,5.066720305,41,11.72484563,16.79156594,9.328647742,,41,9.352943706,41,9.743668496,19.0966122,10.609229,,,9.328647742,10.609229,,87.02366869,112.55574,14.12725765,,0.849538628,48.6749779
42,22,21:16,21:59,35.55223,-96.50229,21:47,1/0/1900  21:47,35.68779,-96.42024,21:59,1/0/1900 21:59,null,null,null,null,16.77719829,0,,16.77719829,16777.19829,,720,#VALUE!,720,,23.30166429,,,42,7.439524257,,0,7.439524257,10.33267258,,42,15.04064939,,0,15.04064939,20.88979082,,,10.33267258,20.88979082,,106.7641226,436.3833605,23.30552473,,1.111455656,63.68171822
43,0,xxx,xxx,36.54738,-95.64157,23:42,1/0/1900 23:42,36.68385,-95.44462,0:03,1/0/1900 0:03,36.77889,-95.33038,0:16,1/0/1900 0:16,23.23279933,14.67530352,,37.90810285,37908.10285,,1260,780,2040,,18.58240336,,,43,17.63420796,43,10.21063781,27.84484577,13.6494342,,43,15.14413769,43,10.5468373,25.69097499,12.59361519,,,13.6494342,12.59361519,,186.307054,158.5991436,18.57165037,,0.74518752,42.69609985
43,22,21:22,0:36,35.7096,-96.40876,21:43,1/0/1900 21:43,35.85808,-96.33765,21:57,1/0/1900 21:57,35.99379,-96.23242,22:10,1/0/1900 22:10,17.68457668,17.80264143,,35.48721811,35487.21811,,840,780,1620,,21.90569019,,,43,6.434963428,43,9.504894934,15.93985836,9.839418742,,43,16.47459823,43,15.05805976,31.53265799,19.4646037,,,9.839418742,19.4646037,,96.81416118,378.8707972,21.81020308,,1.102755885,63.18325806
43,23,xxx,xxx,36.23182,-96.03137,22:43,1/0/1900 22:43,36.2997,-95.93372,22:57,1/0/1900 22:57,36.38478,-95.81275,23:16,1/0/1900 23:16,11.56427494,14.38978645,,25.95406139,25954.06139,,840,1140,1980,,13.10811181,,,43,8.778643503,43,10.86568229,19.64432579,9.921376663,,43,7.532231894,43,9.440932617,16.97316451,8.572305309,,,9.921376663,8.572305309,,98.43371489,73.48441831,13.11175553,,0.712579457,40.82779545
44,22,21:50,23:16,36.20201,-95.8363,21:50,1/0/1900 21:50,36.25841,-95.77315,21:57,1/0/1900 21:57,36.37342,-95.73598,22:10,1/0/1900 22:10,8.44971901,13.19137702,,21.64109603,21641.09603,,420,780,1200,,18.03424669,,,44,5.679280058,44,3.340416588,9.019696646,7.516413872,,44,6.258328648,44,12.76206944,19.02039809,15.85033174,,,7.516413872,15.85033174,,56.4964775,251.2330163,17.54222032,,1.127991312,64.62914148
44,23,xxx,xxx,36.59051,-95.60225,22:43,1/0/1900 22:43,36.67958,-95.49837,22:57,1/0/1900 22:57,36.75851,-95.39249,23:16,1/0/1900 23:16,13.56505948,12.89169599,,26.45675547,26456.75547,,840,1140,1980,,13.36199771,,,44,9.295879836,44,9.463953934,18.75983377,9.47466352,,44,9.88417053,44,8.7590503,18.64322083,9.415768096,,,9.47466352,9.415768096,,89.76924882,88.65668884,13.35761721,,0.782280435,44.82136733
45,22,21:57,22:50,35.81786,-95.83841,21:57,1/0/1900 21:57,35.98811,-95.77763,22:17,1/0/1900 22:17,null,null,null,null,19.671175,0,,19.671175,19671.175,,1200,#VALUE!,1200,,16.39264583,,,45,5.492722646,,0,5.492722646,4.577268872,,45,18.8904639,,0,18.8904639,15.74205325,,,4.577268872,15.74205325,,20.95139033,247.8122405,16.39401204,,1.287831593,73.78731502
45,23,xxx,xxx,36.21904,-95.69846,22:43,1/0/1900 22:43,36.25676,-95.68599,22:50,1/0/1900 22:50,null,null,null,null,4.333045674,0,,4.333045674,4333.045674,,420,#VALUE!,420,,10.31677541,,,45,1.121223758,,0,1.121223758,2.669580376,,45,4.185540083,,0,4.185540083,9.965571626,,,2.669580376,9.965571626,,7.126659384,99.31261783,10.31694127,,1.309061212,75.00368258
46,22,21:57,22:57,35.90228,-95.67258,21:57,1/0/1900 21:57,36.00381,-95.61782,22:10,1/0/1900 22:10,null,null,null,null,12.3012075,0,,12.3012075,12301.2075,,780,#VALUE!,780,,15.77077885,,,46,4.943447515,,0,4.943447515,6.337753224,,46,11.265579,,0,11.265579,14.44305,,,6.337753224,14.44305,,40.16711593,208.6016933,15.77240658,,1.157286963,66.30765867
46,23,xxx,xxx,36.28688,-95.50214,22:43,1/0/1900 22:43,36.40464,-95.43064,22:57,1/0/1900 22:57,null,null,null,null,14.55851709,0,,14.55851709,14558.51709,,840,#VALUE!,840,,17.33156796,,,46,6.423273795,,0,6.423273795,7.646754518,,46,13.06728822,,0,13.06728822,15.5562955,,,7.646754518,15.5562955,,58.47285466,241.9983297,17.33410466,,1.113928565,63.82340545
47,23,22:43,23:13,35.88498,-98.17947,22:43,1/0/1900 22:43,35.98806,-98.1158,22:58,1/0/1900 22:58,36.09562,-97.97581,23:13,1/0/1900 23:13,12.79944607,17.36626064,,30.16570671,30165.70671,,900,900,1800,,16.75872595,,,47,5.749046474,47,12.62391595,18.37296242,10.20720135,,47,11.43753254,47,11.93483357,23.37236611,12.98464784,,,10.20720135,12.98464784,,104.1869594,168.6010795,16.51629616,,0.904590091,51.82919443
49,0,xxx,xxx,36.01755,-95.95714,23:42,1/0/1900 23:42,36.08539,-95.84724,23:56,1/0/1900 23:56,36.20128,-95.71253,0:16,1/0/1900 0:16,12.43880995,17.67349431,,30.11230426,30112.30426,,840,1200,2040,,14.76093346,,,49,9.906792801,49,12.13284211,22.03963491,10.8037426,,49,7.527523356,49,12.85934679,20.38687015,9.993563797,,,10.8037426,9.993563797,,116.7208542,99.87131736,14.71707075,,0.746461903,42.7691166
49,1,xxx,xxx,36.29334,-95.4258,0:43,1/0/1900 0:43,36.29329,-95.38401,0:57,1/0/1900 0:57,36.38049,-95.21928,1:13,1/0/1900 1:13,3.753942221,17.67341544,,21.42735766,21427.35766,,840,960,1800,,11.90408759,,,49,3.753936923,49,14.79747198,18.5514089,10.30633828,,49,0.005548222,49,9.676170494,9.681718716,5.37873262,,,10.30633828,5.37873262,,106.2206087,28.9307646,11.62546228,,0.481002638,27.55942111
49,2,xxx,xxx,36.4776,-94.99332,1:47,1/0/1900 1:47,36.56483,-94.91039,2:01,1/0/1900 2:01,36.5918,-94.8511,2:13,1/0/1900 2:13,12.20123493,6.092301696,,18.29353663,18293.53663,,840,720,1560,,11.72662604,,,49,7.431929216,49,5.307424717,12.73935393,8.166252521,,49,9.679798963,49,2.992854334,12.6726533,8.123495703,,,8.166252521,8.123495703,,66.68768024,65.99118244,11.51863111,,0.782773401,44.84961219
49,23,22:17,2:33,35.59165,-96.3632,22:43,1/0/1900 22:43,35.73334,-96.21947,22:57,1/0/1900 22:57,35.85752,-96.09641,23:16,1/0/1900 23:16,20.40872956,17.70849822,,38.11722778,38117.22778,,840,1140,1980,,19.25112514,,,49,13.02570474,49,11.13277577,24.15848051,12.20125278,,49,15.7208961,49,13.77841837,29.49931447,14.89864367,,,12.20125278,14.89864367,,148.8705694,221.9695832,19.25721041,,0.884606497,50.68421882
50,23,22:31,23:16,35.8989,-96.15877,22:43,1/0/1900 22:43,35.97526,-96.11495,22:57,1/0/1900 22:57,36.09657,-95.95931,23:10,1/0/1900 23:10,9.349989223,19.4405222,,28.79051142,28790.51142,,840,780,1620,,17.77192063,,,50,3.956009519,50,14.03745665,17.99346617,11.10707788,,50,8.472740263,50,13.46051717,21.93325743,13.5390478,,,11.10707788,13.5390478,,123.367179,183.3058153,17.51208138,,0.883755305,50.63544907
51,23,22:10,23:16,36.12382,-96.28143,22:43,1/0/1900 22:43,36.21213,-96.16114,22:57,1/0/1900 22:57,36.30463,-96.0406,23:10,1/0/1900 23:10,14.59977256,14.92318913,,29.52296169,29522.96169,,840,780,1620,,18.22405043,,,51,10.82880968,51,10.83914899,21.66795867,13.37528313,,51,9.799064607,51,10.26415128,20.06321589,12.38470116,,,13.37528313,12.38470116,,178.8981988,153.3808228,18.2285222,,0.746962809,42.79781639
52,23,22:38,22:53,35.43337,-96.48099,22:43,1/0/1900 22:43,35.50633,-96.3889,22:53,1/0/1900 22:53,null,null,null,null,11.63569188,0,,11.63569188,11635.69188,,600,#VALUE!,600,,19.3928198,,,52,8.362163545,,0,8.362163545,13.93693924,,52,8.094853913,,0,8.094853913,13.49142319,,,13.93693924,13.49142319,,194.2382754,182.0184997,19.39733938,,0.769156695,44.06943242
54,0,xxx,xxx,36.68564,-95.97665,23:42,1/0/1900 23:42,36.78802,-95.85161,23:56,1/0/1900 23:56,37.00811,-95.62208,0:16,1/0/1900 0:16,15.93144796,31.86056089,,47.79200884,47792.00884,,840,1200,2040,,23.42745531,,,54,11.17567008,54,20.48742033,31.66309041,15.52112275,,54,11.36138675,54,24.42464912,35.78603587,17.54217445,,,15.52112275,17.54217445,,240.9052514,307.7278844,23.42291903,,0.846448945,48.4979521
54,23,22:50,0:30,36.32189,-96.25879,22:50,1/0/1900 22:50,36.3555,-96.2229,22:57,1/0/1900 22:57,36.47963,-96.11137,23:16,1/0/1900 23:16,4.928620557,17.02306898,,21.95168953,21951.68953,,420,1140,1560,,14.07159585,,,54,3.22277319,54,10.01062922,13.23340241,8.482950263,,54,3.729543447,54,13.77430391,17.50384736,11.22041497,,,8.482950263,11.22041497,,71.96044516,125.8977121,14.06620621,,0.923448313,52.90969092
55,23,22:50,23:49,36.38498,-96.06965,22:50,1/0/1900 22:50,36.42402,-96.0309,22:57,1/0/1900 22:57,36.55522,-95.86326,23:16,1/0/1900 23:16,5.554218953,20.91881307,,26.47303202,26473.03202,,420,1140,1560,,16.96989232,,,55,3.476782732,55,15.0337107,18.51049343,11.86570092,,55,4.332132805,55,14.55901506,18.89114787,12.10971017,,,11.86570092,12.10971017,,140.7948583,146.6450804,16.95405375,,0.795575291,45.58310648
56,0,xxx,xxx,36.9152,-95.4211,23:42,1/0/1900 23:42,37.03292,-95.32597,23:56,1/0/1900 23:56,37.22545,-95.23316,0:16,1/0/1900 0:16,15.56998302,22.90336398,,38.473347,38473.347,,840,1200,2040,,18.85948382,,,56,8.477074169,56,8.257610078,16.73468425,8.203276592,,56,13.06423083,56,21.36699197,34.4312228,16.87805039,,,8.203276592,16.87805039,,67.29374684,284.868585,18.7659887,,1.118385237,64.07875397
56,23,22:24,0:16,36.36862,-95.94833,22:43,1/0/1900 22:43,36.50109,-95.85066,22:57,1/0/1900 22:57,36.67106,-95.69098,23:16,1/0/1900 23:16,17.1108557,23.66354796,,40.77440366,40774.40366,,840,1140,1980,,20.59313316,,,56,8.765122054,56,14.30570478,23.07082683,11.65193274,,56,14.69980936,56,18.86155417,33.56136353,16.9501836,,,11.65193274,16.9501836,,135.7675366,287.3087241,20.56881768,,0.968561803,55.49450349
57,23,22:31,23:36,36.28775,-97.01314,22:43,1/0/1900 22:43,36.35229,-96.96386,22:58,1/0/1900 22:58,36.44552,-96.90321,23:13,1/0/1900 23:13,8.418575622,11.68884396,,20.10741958,20107.41958,,900,900,1800,,11.17078866,,,57,4.42706885,57,5.444002632,9.871071482,5.483928601,,57,7.161677487,57,10.34539863,17.50707612,9.726153398,,,5.483928601,9.726153398,,30.0734729,94.59805992,11.16564073,,1.057394654,60.58425098
58,0,23:54,0:38,36.02254,-98.1741,23:54,1/0/1900 23:54,36.04951,-98.15312,23:58,1/0/1900 23:58,36.13912,-98.0949,0:13,1/0/1900 0:13,3.539854897,11.24085741,,14.78071231,14780.71231,,240,900,1140,,12.96553711,,,58,1.891095728,58,5.24604673,7.137142458,6.260651279,,58,2.992582263,58,9.943192814,12.93577508,11.34717112,,,6.260651279,11.34717112,,39.19575444,128.7582924,12.95970859,,1.066620699,61.11286439
59,0,23:35,3:39,35.71915,-96.12247,23:42,1/0/1900 23:42,35.85649,-95.99437,23:56,1/0/1900 23:56,36.01926,-95.81211,0:16,1/0/1900 0:16,19.13973372,24.42661844,,43.56635216,43566.35216,,840,1200,2040,,21.35605498,,,59,11.59078098,59,16.4629533,28.05373428,13.75183053,,59,15.23856965,59,18.06060919,33.29917884,16.32312688,,,13.75183053,16.32312688,,189.1128429,266.4444711,21.34378865,,0.870687017,49.88669133
59,1,xxx,xxx,36.13019,-95.65109,0:43,1/0/1900 0:43,36.16794,-95.53989,0:57,1/0/1900 0:57,36.21631,-95.3885,1:13,1/0/1900 1:13,10.84860012,14.63631776,,25.48491788,25484.91788,,840,960,1800,,14.15828771,,,59,10.00969622,59,13.62087982,23.63057604,13.1280978,,59,4.188806681,59,5.367259326,9.556066007,5.308925559,,,13.1280978,5.308925559,,172.3469518,28.18469059,14.16091955,,0.384288663,22.01811849
59,2,xxx,xxx,36.33446,-95.1228,1:47,1/0/1900 1:47,36.37308,-95.07797,2:01,1/0/1900 2:01,36.43573,-94.95255,2:13,1/0/1900 2:13,5.878542497,13.22499558,,19.10353807,19103.53807,,840,720,1560,,12.24585774,,,59,4.024901578,59,11.25482575,15.27972733,9.794697005,,59,4.285490392,59,6.952052151,11.23754254,7.203552912,,,9.794697005,7.203552912,,95.93608942,51.89117456,12.15842358,,0.63412674,36.3327859
59,3,xxx,xxx,36.53228,-94.75508,2:45,1/0/1900 2:45,36.58193,-94.66509,2:58,1/0/1900 2:58,36.64406,-94.52826,3:18,1/0/1900 3:18,9.760186263,14.04903259,,23.80921885,23809.21885,,780,1200,1980,,12.02485801,,,59,8.058955054,59,12.24582187,20.30477692,10.25493784,,59,5.509628767,59,6.894591186,12.40421995,6.264757552,,,10.25493784,6.264757552,,105.1637501,39.24718719,12.01711019,,0.548396818,31.42082318
60,0,23:29,0:16,35.74245,-96.34644,23:42,1/0/1900 23:42,35.87753,-96.28889,23:56,1/0/1900 23:56,36.00686,-96.17239,0:16,1/0/1900 0:16,15.86474202,17.78831801,,33.65306003,33653.06003,,840,1200,2040,,16.49659805,,,60,5.205739506,60,10.52028599,15.7260255,7.708836027,,60,14.98786657,60,14.35018904,29.33805561,14.38139981,,,7.708836027,14.38139981,,59.42615289,206.8246605,16.3171938,,1.07874326,61.80743596
64,1,1:07,2:16,35.87068,-97.47878,1:07,1/0/1900 1:07,35.94243,-97.41778,1:17,1/0/1900 1:17,null,null,null,null,9.679959192,0,,9.679959192,9679.959192,,600,#VALUE!,600,,16.13326532,,,64,5.508950356,,0,5.508950356,9.181583927,,64,7.961184081,,0,7.961184081,13.26864014,,,9.181583927,13.26864014,,84.30148341,176.0568112,16.13562191,,0.965475749,55.31768563
64,2,xxx,xxx,36.04597,-97.25625,1:44,1/0/1900 1:44,36.07464,-97.15313,2:00,1/0/1900 2:00,36.16933,-97.05509,2:16,1/0/1900 2:16,9.820150544,13.72202205,,23.54217259,23542.17259,,960,960,1920,,12.26154822,,,64,9.292280004,64,8.831310283,18.12359029,9.439369941,,64,3.181226611,64,10.50692206,13.68814867,7.129244099,,,9.439369941,7.129244099,,89.10170488,50.82612142,11.82910928,,0.646863441,37.06254506
65,1,0:53,8:00,35.96988,-97.44175,0:53,1/0/1900 0:53,35.99417,-97.40366,0:57,1/0/1900 0:57,36.08764,-97.28468,1:17,1/0/1900 1:17,4.36623817,14.91744518,,19.28368335,19283.68335,,240,1200,1440,,13.39144677,,,65,3.435640315,65,10.72846444,14.16410476,9.836183858,,65,2.695186034,65,10.37140869,13.06659472,9.074024114,,,9.836183858,9.074024114,,96.75051289,82.33791362,13.38239241,,0.745115822,42.69199184
65,2,xxx,xxx,36.14492,-97.05872,1:44,1/0/1900 1:44,36.19488,-96.91971,2:00,1/0/1900 2:00,36.22449,-96.76283,2:16,1/0/1900 2:16,13.68028253,14.48489606,,28.16517859,28165.17859,,960,960,1920,,14.66936385,,,65,12.51068148,65,14.10999471,26.62067619,13.86493552,,65,5.54366918,65,3.285611245,8.829280425,4.598583555,,,13.86493552,4.598583555,,192.236437,21.14697071,14.60764894,,0.320252834,18.34913574
65,3,xxx,xxx,36.27969,-96.52591,2:45,1/0/1900 2:45,36.28047,-96.42253,2:58,1/0/1900 2:58,36.32598,-96.27499,3:18,1/0/1900 3:18,9.288454107,14.18126841,,23.46972252,23469.72252,,780,1200,1980,,11.85339521,,,65,9.288097046,65,13.25548594,22.54358299,11.38564797,,65,0.086552077,65,5.050000382,5.136552459,2.594218414,,,11.38564797,2.594218414,,129.6329797,6.72996918,11.67745473,,0.224025329,12.83570585
65,4,xxx,xxx,36.36502,-95.99616,3:46,1/0/1900 3:46,36.38566,-95.85404,4:00,1/0/1900 4:00,36.39037,-95.7425,4:14,1/0/1900 4:14,12.95709589,10.02100028,,22.97809617,22978.09617,,840,840,1680,,13.6774382,,,65,12.75475042,65,10.00766323,22.76241365,13.54905574,,65,2.290337694,65,0.522650847,2.812988541,1.674397941,,,13.54905574,1.674397941,,183.5769114,2.803608465,13.65212511,,0.122957007,7.044917545
65,5,xxx,xxx,36.4645,-95.41884,4:45,1/0/1900 4:45,36.49127,-95.31267,4:58,1/0/1900 4:58,36.57863,-95.23131,5:17,1/0/1900 5:17,9.967545341,12.12691548,,22.09446082,22094.46082,,780,1140,1920,,11.50753168,,,65,9.516226874,65,7.289949893,16.80617677,8.753217066,,65,2.970610247,65,9.694247269,12.66485752,6.596279956,,,8.753217066,6.596279956,,76.618809,43.51090926,10.96037035,,0.645790607,37.00107622
65,6,xxx,xxx,36.66481,-95.00982,5:44,1/0/1900 5:44,36.70457,-94.88071,5:59,1/0/1900 5:59,36.73082,-94.76842,6:13,1/0/1900 6:13,12.35433593,10.44632603,,22.80066196,22800.66196,,900,840,1740,,13.10382871,,,65,11.54254455,65,10.03365638,21.57620093,12.40011548,,65,4.412236481,65,2.913024427,7.325260908,4.209920062,,,12.40011548,4.209920062,,153.7628639,17.72342693,13.09527743,,0.327296096,18.75268495
65,7,xxx,xxx,36.84171,-94.58212,6:41,1/0/1900 6:41,36.89201,-94.42988,7:00,1/0/1900 7:00,36.99664,-94.33837,7:13,1/0/1900 7:13,14.67761684,14.18702431,,28.86464116,28864.64116,,1140,780,1920,,15.03366727,,,65,13.57917398,65,8.1569626,21.73613658,11.32090447,,65,5.582049979,65,11.61148157,17.19353155,8.954964348,,,11.32090447,8.954964348,,128.162878,80.19138647,14.43448179,,0.669235999,38.34439822
65,8,xxx,xxx,36.97367,-94.09142,7:47,1/0/1900 7:47,37.01601,-93.89376,8:00,1/0/1900 8:00,null,null,null,null,18.21183122,0,,18.21183122,18211.83122,,780,#VALUE!,780,,23.34850156,,,65,17.60010862,,0,17.60010862,22.56424182,,65,4.698789278,,0,4.698789278,6.024088818,,,22.56424182,6.024088818,,509.1450089,36.28964609,23.35454249,,0.260890248,14.9479101
66,1,0:38,1:27,36.03248,-97.33465,0:43,1/0/1900 0:43,36.10433,-97.31247,0:57,1/0/1900 0:57,36.20758,-97.1873,1:17,1/0/1900 1:17,8.219068848,16.06628579,,24.28535464,24285.35464,,840,1200,2040,,11.90458561,,,66,1.999010227,66,11.27090417,13.2699144,6.504859999,,66,7.972495348,66,11.4568156,19.42931095,9.524172033,,,6.504859999,9.524172033,,42.31320361,90.70985291,11.53356218,,0.971581811,55.66753721
67,1,1:02,1:12,36.07757,-97.06508,1:02,1/0/1900 1:02,36.13553,-97.03728,1:12,1/0/1900 1:12,null,null,null,null,6.901266383,0,,6.901266383,6901.266383,,600,#VALUE!,600,,11.50211064,,,67,2.504093518,,0,2.504093518,4.173489197,,67,6.431298233,,0,6.431298233,10.71883039,,,4.173489197,10.71883039,,17.41801208,114.8933249,11.50266652,,1.199495443,68.72602645
68,1,0:23,6:13,36.13124,-97.19017,0:43,1/0/1900 0:43,36.1828,-97.10945,0:57,1/0/1900 0:57,36.17807,-96.9843,1:17,1/0/1900 1:17,9.246153132,11.27045163,,20.51660476,20516.60476,,840,1200,2040,,10.0571592,,,68,7.265934689,68,11.25788574,18.52382043,9.080304132,,68,5.721196292,68,0.524851911,6.246048203,3.061788335,,,9.080304132,3.061788335,,82.45192313,9.374547808,9.582612949,,0.325217587,18.63359516
68,2,xxx,xxx,36.24448,-96.71404,1:44,1/0/1900 1:44,36.26612,-96.56073,2:00,1/0/1900 2:00,36.30135,-96.45176,2:16,1/0/1900 2:16,13.98598047,10.54148902,,24.52746949,24527.46949,,960,960,1920,,12.77472369,,,68,13.78020245,68,9.792020601,23.57222305,12.27719951,,68,2.40125534,68,3.909271198,6.310526538,3.286732572,,,12.27719951,3.286732572,,150.7296278,10.802611,12.70953338,,0.26157647,14.98722776
68,3,xxx,xxx,36.38373,-96.22733,2:45,1/0/1900 2:45,36.40876,-96.1169,2:58,1/0/1900 2:58,36.39224,-95.92578,3:18,1/0/1900 3:18,10.2887169,17.24225617,,27.53097307,27530.97307,,780,1200,1980,,13.90453185,,,68,9.908315973,68,17.14271542,27.05103139,13.66213707,,68,2.777488061,68,1.833165622,4.610653683,2.328612971,,,13.66213707,2.328612971,,186.6539893,5.422438369,13.85916403,,0.168820493,9.672701772
68,4,xxx,xxx,36.47125,-95.69522,3:46,1/0/1900 3:46,36.49826,-95.564,4:00,1/0/1900 4:00,36.54311,-95.44663,4:14,1/0/1900 4:14,12.13443709,11.63111433,,23.76555143,23765.55143,,840,840,1680,,14.14616157,,,68,11.76048794,68,10.51554209,22.27603003,13.25954168,,68,2.997245998,68,4.97694537,7.974191368,4.746542481,,,13.25954168,4.746542481,,175.8154456,22.52966552,14.08350493,,0.34375895,19.69593702
68,5,xxx,xxx,36.67081,-95.28409,4:45,1/0/1900 4:45,36.6796,-95.20847,4:58,1/0/1900 4:58,36.77095,-95.02026,5:17,1/0/1900 5:17,6.829601524,19.63265594,,26.46225747,26462.25747,,780,1140,1920,,13.78242577,,,68,6.759968305,68,16.8229138,23.58288211,12.2827511,,68,0.975440059,68,10.13733795,11.11277801,5.787905213,,,12.2827511,5.787905213,,150.8659746,33.49984675,13.57813762,,0.440361495,25.23085515
68,6,xxx,xxx,36.85455,-94.86636,5:44,1/0/1900 5:44,36.89557,-94.76178,5:59,1/0/1900 5:59,36.98619,-94.58095,6:13,1/0/1900 6:13,10.3759561,18.98995791,,29.365914,29365.914,,900,840,1740,,16.87696207,,,68,9.326541266,68,16.11796398,25.44450525,14.62327888,,68,4.552206895,68,10.05669357,14.60890047,8.395919807,,,14.62327888,8.395919807,,213.8402852,70.49146941,16.86213968,,0.521193408,29.86218261
69,1,0:23,2:58,36.34158,-96.85269,0:43,1/0/1900 0:43,36.3973,-96.74919,0:57,1/0/1900 0:57,36.44802,-96.56744,1:17,1/0/1900 1:17,11.1579906,17.2437271,,28.4017177,28401.7177,,840,1200,2040,,13.92241064,,,69,9.291532125,69,16.30465735,25.59618948,12.5471517,,69,6.183017928,69,5.628238873,11.8112568,5.789831765,,,12.5471517,5.789831765,,157.4310158,33.52215187,13.81858052,,0.43233147,24.77076857
69,2,xxx,xxx,36.50889,-96.28198,1:44,1/0/1900 1:44,36.52108,-96.13655,2:00,1/0/1900 2:00,36.54465,-96.02163,2:16,1/0/1900 2:16,13.09676628,10.61862024,,23.71538652,23715.38652,,960,960,1920,,12.35176381,,,69,13.02774293,69,10.29301715,23.32076008,12.14622921,,69,1.352706933,69,2.615537179,3.968244112,2.066793808,,,12.14622921,2.066793808,,147.530884,4.271636645,12.32081656,,0.168544974,9.656915694
71,1,0:38,1:02,36.3961,-96.52049,0:43,1/0/1900 0:43,36.45418,-96.47527,0:57,1/0/1900 0:57,36.48995,-96.45257,1:02,1/0/1900 1:02,7.61460239,4.460320547,,12.07492294,12074.92294,,840,300,1140,,10.59203767,,,71,4.056715497,71,2.034915568,6.091631065,5.343536022,,71,6.444957608,71,3.969317321,10.41427493,9.135328885,,,5.343536022,9.135328885,,28.55337722,83.45423384,10.58336483,,1.04153075,59.67531623
73,1,0:33,1:07,35.01701,-98.1825,0:43,1/0/1900 0:43,35.09588,-98.20279,0:57,1/0/1900 0:57,35.15792,-98.16727,1:07,1/0/1900 1:07,8.943598182,7.606310044,,16.54990823,16549.90823,,840,600,1440,,11.49299183,,,73,1.851853571,73,3.238768885,5.090622456,3.535154483,,73,8.749964663,73,6.882897523,15.63286219,10.8561543,,,3.535154483,10.8561543,,12.49731722,117.8560862,11.4172415,,1.25598931,71.96288657
